"<seg id=""89"">","Now I've argued, this is not genesis; this is building on three and a half billion years of evolution.",X,X,,
"<seg id=""90"">","And I've argued that we're about to perhaps create a new version of the Cambrian explosion, where there's massive new speciation based on this digital design.",X,X,,
"<seg id=""91"">",Why do this?,X,X,,
"<seg id=""92"">",I think this is pretty obvious in terms of some of the needs.,X,X,,
"<seg id=""93"">",We're about to go from six and a half to nine billion people over the next 40 years.,X,X,,
"<seg id=""94"">",To put it in context for myself: I was born in 1946.,X,X,,
"<seg id=""95"">","There are now three people on the planet for every one of us that existed in 1946; within 40 years, there'll be four.",X,X,,
"<seg id=""96"">","We have trouble feeding, providing fresh, clean water, medicines, fuel for the six and a half billion.",X,X,,
"<seg id=""97"">",It's going to be a stretch to do it for nine.,lexical ambiguity,stretch = expanse vs difficult,,
"<seg id=""98"">","We use over five billion tons of coal, 30 billion-plus barrels of oil -- that's a hundred million barrels a day.",X,X,,
"<seg id=""99"">","When we try to think of biological processes or any process to replace that, it's going to be a huge challenge.",X,X,,
"<seg id=""100"">","Then of course, there's all that CO2 from this material that ends up in the atmosphere.",X,X,,
"<seg id=""101"">","We now, from our discovery around the world, have a database with about 20 million genes, and I like to think of these as the design components of the future.",X,X,,
"<seg id=""102"">","The electronics industry only had a dozen or so components, and look at the diversity that came out of that.",X,X,,
"<seg id=""103"">",We're limited here primarily by a biological reality and our imagination.,X,X,,
"<seg id=""104"">","We now have techniques, because of these rapid methods of synthesis, to do what we're calling combinatorial genomics.",X,X,,
"<seg id=""105"">",We have the ability now to build a large robot that can make a million chromosomes a day.,X,X,,
"<seg id=""106"">","When you think of processing these 20 million different genes or trying to optimize processes to produce octane or to produce pharmaceuticals, new vaccines, we can just with a small team, do more molecular biology than the last 20 years of all science.",X,X,,
"<seg id=""107"">","And it's just standard selection: we can select for viability, chemical or fuel production, vaccine production, etc.",X,X,,
"<seg id=""108"">",This is a screen snapshot of some true design software that we're working on to actually be able to sit down and design species in the computer.,X,X,,
"<seg id=""109"">","You know, we don't know necessarily what it'll look like: we know exactly what their genetic code looks like.","number
reference
gender","you=plural 
it=specie
it=feminine",,
"<seg id=""110"">",We're focusing on now fourth-generation fuels.,X,X,,
"<seg id=""111"">","You've seen recently, corn to ethanol is just a bad experiment.","number
number","you = plural
have seen = plural",,
"<seg id=""112"">","We have second- and third-generation fuels that will be coming out relatively soon that are sugar, to much higher-value fuels like octane or different types of butanol.",X,X,,
"<seg id=""113"">","But the only way we think that biology can have a major impact without further increasing the cost of food and limiting its availability is if we start with CO2 as its feedstock, and so we're working with designing cells to go down this road.",X,X,,
"<seg id=""114"">",And we think we'll have the first fourth-generation fuels in about 18 months.,X,X,,
"<seg id=""115"">",Sunlight and CO2 is one method ...,X,X,,
"<seg id=""116"">","but in our discovery around the world, we have all kinds of other methods.",X,X,,
"<seg id=""117"">",This is an organism we described in 1996.,X,X,,
"<seg id=""118"">","It lives in the deep ocean, about a mile and a half deep, almost at boiling-water temperatures.",X,X,,
"<seg id=""119"">",It takes CO2 to methane using molecular hydrogen as its energy source.,X,X,,
"<seg id=""120"">","We're looking to see if we can take captured CO2, which can easily be piped to sites, convert that CO2 back into fuel to drive this process.",lexical ambiguity,Drive= control the direction of a motor vehicle vs propel,,
"<seg id=""123"">","So, in a short period of time, we think that we might be able to increase what the basic question is of ""What is life?""",X,X,,
"<seg id=""121"">","We truly, you know, have modest goals of replacing the whole petrol-chemical industry -- Yeah",X,X,,
"<seg id=""122"">","If you can't do that at TED, where can you?",gender,TED = masculine,,
"<seg id=""124"">",-- become a major source of energy ...,X,X,,
"<seg id=""125"">","But also, we're now working on using these same tools to come up with instant sets of vaccines.",X,X,,
"<seg id=""126"">",You've seen this year with flu; we're always a year behind and a dollar short when it comes to the right vaccine.,"number
number","you = plural
have seen = plural",,
"<seg id=""127"">",I think that can be changed by building combinatorial vaccines in advance.,X,X,,
"<seg id=""128"">","Here's what the future may begin to look like with changing, now, the evolutionary tree, speeding up evolution with synthetic bacteria, Archaea and, eventually, eukaryotes.",X,X,,
"<seg id=""129"">",We're a ways away from improving people: our goal is just to make sure that we have a chance to survive long enough to maybe do that.,X,X,,
"<seg id=""130"">",Thank you very much.,X,X,,
</doc>,,,,,
,,,,,
,,,,,
<doc,"genre=""lectures"" docid=""129"" <url>http://www.ted.com/talks/blaise_aguera_y_arcas_demos_photosynth</url> >",,,,
"<seg id=""1"">","Blaise Aguera y Arcas leads a dazzling demo of Photosynth, software that could transform the way we look at digital images.",X,X,,
"<seg id=""2"">","Using still photos culled from the Web, Photosynth builds breathtaking dreamscapes and lets us navigate them.",X,X,,
"<seg id=""3"">","talks, collaboration, demo, microsoft, photography, software, technology, virtual reality, visualizations",X,X,,
"<seg id=""4"">",Blaise Agüera y Arcas: How PhotoSynth can connect the world's images,X,X,,
"<seg id=""5"">","What I'm going to show you first, as quickly as I can, is some foundational work, some new technology that we brought to Microsoft as part of an acquisition almost exactly a year ago.",number,you = plural,,
"<seg id=""6"">","This is Seadragon, and it's an environment in which you can either locally or remotely interact with vast amounts of visual data.",X,X,,
"<seg id=""7"">","We're looking at many, many gigabytes of digital photos here and kind of seamlessly and continuously zooming in, panning through it, rearranging it in any way we want.",X,X,,
"<seg id=""8"">","And it doesn't matter how much information we're looking at, how big these collections are or how big the images are.",X,X,,
"<seg id=""9"">","Most of them are ordinary digital camera ones, but this one, for example, is a scan from the Library of Congress, and it's in the 300 megapixel range.","reference
gender
reference
gender
reference
gender","them = photos
them= feminine
this one = photo
this one = feminine
it = photo
it = feminine",substitution= photos>>ones,
"<seg id=""10"">",It doesn't make any difference because the only thing that ought to limit the performance of a system like this one is the number of pixels on your screen at any given moment.,X,X,,
"<seg id=""11"">",It's also very flexible architecture.,reference,it = the environment Seadragon,,
"<seg id=""12"">","This is an entire book, so this is an example of non-image data.",X,X,,
"<seg id=""13"">","This is ""Bleak House"" by Dickens.",X,X,,
"<seg id=""14"">",Every column is a chapter.,,,,
"<seg id=""15"">","To prove to you that it's really text, and not an image, we can do something like so, to really show that this is a real representation of the text; it's not a picture.",number,you = plural,,
